83.72,83.7
39.58,39.5
82.7,82
767.6,767
659.03,659.0
520.9,520
945.00,945.0
815.1,815
35.2,35
191.9,191
099.59,099.5
259.0,259
V49.1,V49
081.1,081
370.05,370.0
851.09,851.0
711.51,711.5
778.9,778
438.8,438
634.31,634.3
79.26,79.2
362.73,362.7
813.16,813.1
34.4,34
344.60,344.6
753.3,753
E965.9,E965
695.14,695.1
854.19,854.1
87.29,87.2
70.91,70.9
173.79,173.7
57.95,57.9
841.8,841
977.4,977
88.47,88.4
997.2,997
67.19,67.1
763.84,763.8
637.3,637
V62.4,V62
V36.0,V36
V28.82,V28.8
238.72,238.7
339.3,339
018.00,018.0
952.11,952.1
V18.3,V18
81.83,81.8
642.60,642.6
99.39,99.3
417,415-417.99
088,080-088.99
906.7,906
767.9,767
90.11,90.1
653.90,653.9
67.1,67
238.74,238.7
349.82,349.8
755.57,755.5
755.55,755.5
742.3,742
582.89,582.8
E855.9,E855
664.34,664.3
362.15,362.1
21.30,21.3
90.14,90.1
99.9,99
68.5,68
719.85,719.8
V16.5,V16
838.05,838.0
295.2,295
E812.3,E812
184.1,184
209.0,209
141.9,141
42.3,42
900,900-904.99
852.42,852.4
297.3,297
852.40,852.4
795.02,795.0
80.02,80.0
E949.6,E949
386,380-389.99
648.6,648
396.8,396
602,600-608.99
V07.3,V07
995.1,995
647.84,647.8
79.86,79.8
647.82,647.8
200.58,200.5
79.70,79.7
839.21,839.2
E906.0,E906
065.9,065
E868,E860-E869.9
E878.4,E878
731.0,731
E878.6,E878
E930,E930-E949.9
E837.8,E837
438.40,438.4
666.3,666
059.01,059.0
801.95,801.9
68,65-71.99
V64.07,V64.0
646.8,646
41.43,41.4
88.91,88.9
300-316.99,290-319.99
91.54,91.5
130.9,130
4,1
E905.8,E905
173.1,173
839.51,839.5
711.5,711
10.91,10.9
943.05,943.0
314.0,314
098.40,098.4
637.6,637
87.89,87.8
V42.9,V42
634.70,634.7
525.69,525.6
272.6,272
375,360-379.99
99.99,99.9
679.00,679.0
964.3,964
679.02,679.0
808.41,808.4
305.90,305.9
79.73,79.7
45.72,45.7
98.15,98.1
014.06,014.0
944.23,944.2
635.5,635
975.6,975
011.6,011
582.2,582
96.04,96.0
279.19,279.1
62.19,62.1
471.1,471
E818.5,E818
996.61,996.6
39.30,39.3
375.01,375.0
612.0,612
389.0,389
834.0,834
52.95,52.9
86.96,86.9
743.48,743.4
641.83,641.8
74.2,74
277.8,277
346.03,346.0
953.3,953
346.01,346.0
876.1,876
536.0,536
902.11,902.1
015.11,015.1
87.76,87.7
624.5,624
017.21,017.2
718.99,718.9
78.58,78.5
94.39,94.3
352.9,352
038,030-041.99
E923.9,E923
013.85,013.8
295.5,295
209.3,209
804.49,804.4
711.10,711.1
711.12,711.1
249,249-259.99
38.15,38.1
488.8,488
378.0,378
05.32,05.3
V04,V01-V06.99
E985.2,E985
75.69,75.6
V54.10,V54.1
V57.0,V57
823.0,823
494.0,494
55.5,55
999.71,999.7
956.4,956
635.10,635.1
28.1,28
673.01,673.0
832.04,832.0
525.0,525
365.59,365.5
51.11,51.1
85.12,85.1
363.50,363.5
97.22,97.2
593.5,593
253.4,253
V44.59,V44.5
176.2,176
825.23,825.2
201.05,201.0
201.07,201.0
75.6,75
E969,E960-E969.9
880.2,880
264.7,264
027,020-027.99
716.04,716.0
08.59,08.5
036.82,036.8
V54.8,V54
385.24,385.2
927.02,927.0
716.34,716.3
712.98,712.9
562.00,562.0
011.22,011.2
943.46,943.4
011.20,011.2
564.09,564.0
20.62,20.6
54.63,54.6
83.01,83.0
51.14,51.1
792.0,792
618.02,618.0
618.00,618.0
826.1,826
600.11,600.1
V61.23,V61.2
E821.3,E821
648.61,648.6
520.6,520
123.1,123
945.4,945
V65.42,V65.4
V65.40,V65.4
370.61,370.6
663,660-669.99
96.07,96.0
81.36,81.3
E013.8,E013
V12.7,V12
325,320-326.99
851.65,851.6
851.63,851.6
27.23,27.2
041.81,041.8
176.5,176
233.9,233
V15.01,V15.0
39.90,39.9
642.21,642.2
376.04,376.0
96.51,96.5
81.96,81.9
873.39,873.3
733.81,733.8
551.00,551.0
016.44,016.4
421.1,421
68.31,68.3
781.0,781
761.2,761
950,950-957.99
92.22,92.2
E948.0,E948
296.15,296.1
E968.7,E968
296.13,296.1
70.31,70.3
112.1,112
719.46,719.4
719.44,719.4
652,650-659.99
04.74,04.7
659.91,659.9
E810-E819.9,E800-E848.9
585.6,585
314,300-316.99
211.6,211
E875.2,E875
381.05,381.0
256.8,256
00.45,00.4
49.01,49.0
536,530-539.99
665.11,665.1
46.40,46.4
722.51,722.5
914.6,914
327.13,327.1
647.43,647.4
09.52,09.5
274.0,274
52.8,52
E989,E980-E989.9
996.47,996.4
996.49,996.4
671.5,671
331.4,331
92.19,92.1
04.05,04.0
V10.4,V10
38.06,38.0
718.02,718.0
695.19,695.1
V56.8,V56
808.59,808.5
749.12,749.1
158.0,158
87.54,87.5
365.3,365
098.15,098.1
338,338-338.99
369.67,369.6
E815.8,E815
E815.6,E815
25.4,25
131.02,131.0
736.4,736
237.7,237
526.63,526.6
646.01,646.0
389.04,389.0
72.9,72
583.0,583
428.31,428.3
48.92,48.9
V58.9,V58
53.6,53
V33.0,V33
660.2,660
011.66,011.6
05.89,05.8
V13.5,V13
85.5,85
300.6,300
794.0,794
768.71,768.7
46.97,46.9
079.83,079.8
079.81,079.8
77.49,77.4
E879,E878-E879.9
707.02,707.0
E941,E930-E949.9
796.1,796
901.0,901
E900,E900-E909.9
344.09,344.0
755.31,755.3
625,617-629.99
59.21,59.2
718.32,718.3
127.2,127
606.1,606
1,0
296,295-299.99
752.89,752.8
741,740-759.99
410.70,410.7
945.44,945.4
945.46,945.4
013.20,013.2
999.59,999.5
86.74,86.7
730.29,730.2
V06,V01-V06.99
730.27,730.2
E949.9,E949
58.1,58
093.23,093.2
443,440-449.99
93.37,93.3
38.0,38
716.9,716
378.04,378.0
378.02,378.0
342.00,342.0
823.02,823.0
212.1,212
719.50,719.5
572.0,572
694.60,694.6
302.85,302.8
013.9,013
40.63,40.6
327,327-327.99
533.31,533.3
070.70,070.7
799.2,799
459.1,459
72.53,72.5
904.1,904
93.81,93.8
094.1,094
649.43,649.4
941.25,941.2
93,87-99.99
669.21,669.2
864.05,864.0
285,280-289.99
13.2,13
323.5,323
874.3,874
730,730-739.99
646.40,646.4
212.4,212
676.04,676.0
676.02,676.0
640.00,640.0
E854.2,E854
870.0,870
370.49,370.4
711.95,711.9
414.03,414.0
414.01,414.0
973.8,973
726.61,726.6
81.14,81.1
201.1,201
569.9,569
229.8,229
944.28,944.2
804.72,804.7
804.70,804.7
372.03,372.0
588.81,588.8
083.1,083
674.22,674.2
38.53,38.5
300.20,300.2
815.14,815.1
57.83,57.8
729.73,729.7
364.71,364.7
16.62,16.6
621.5,621
35.92,35.9
65.2,65
E800-E807.9,E800-E848.9
491.9,491
524.25,524.2
446.0,446
786.1,786
524.27,524.2
202.28,202.2
438.84,438.8
055.71,055.7
448.1,448
752.2,752
950.3,950
E947,E930-E949.9
482.83,482.8
999.89,999.8
V90.12,V90.1
952,950-957.99
60.7,60
170.1,170
99.27,99.2
12.99,12.9
800.53,800.5
800.51,800.5
V16.40,V16.4
77.36,77.3
887.7,887
403.01,403.0
705.22,705.2
614,614-616.99
V45.78,V45.7
216.7,216
556.8,556
45.16,45.1
79.01,79.0
558.9,558
695.58,695.5
V54.15,V54.1
361.03,361.0
718.73,718.7
77.96,77.9
718.71,718.7
80.5,80
744.0,744
491.20,491.2
655.90,655.9
88.22,88.2
775.1,775
755.3,755
45.03,45.0
79.04,79.0
754.52,754.5
757.4,757
712.33,712.3
750.24,750.2
646.70,646.7
E878-E879.9,E000-E999.9
383.33,383.3
97.49,97.4
E835.1,E835
99.14,99.1
668.14,668.1
381.1,381
65.29,65.2
90.02,90.0
33.0,33
45.1,45
522.0,522
E926.0,E926
902.55,902.5
881.01,881.0
733.0,733
80,76-84.99
018.81,018.8
65.8,65
77.9,77
478.31,478.3
46.5,46
744.3,744
77.83,77.8
84.46,84.4
E834.9,E834
618.05,618.0
87.07,87.0
V77.8,V77
843.8,843
00.10,00.1
446.3,446
53.41,53.4
426.5,426
80.59,80.5
V85.25,V85.2
999.2,999
979.4,979
79.61,79.6
820.0,820
943.49,943.4
803.93,803.9
V83.0,V83
388,380-389.99
292.12,292.1
649.82,649.8
202.58,202.5
78,76-84.99
V10.79,V10.7
651.71,651.7
345.81,345.8
426.8,426
373.2,373
662.13,662.1
V52.2,V52
770.7,770
713.5,713
07.84,07.8
635.52,635.5
730.85,730.8
441.9,441
832.10,832.1
812.30,812.3
E832.3,E832
508.9,508
86.27,86.2
86.11,86.1
143.9,143
968.4,968
086.5,086
250.02,250.0
99.74,99.7
754.82,754.8
696.8,696
902,900-904.99
017.65,017.6
552.21,552.2
66.91,66.9
979.7,979
639.6,639
295.24,295.2
11.62,11.6
45.63,45.6
64.93,64.9
525.60,525.6
V13.51,V13.5
755.6,755
656.93,656.9
93.34,93.3
277.86,277.8
95.32,95.3
614.0,614
860,860-869.99
98,87-99.99
682.5,682
285.0,285
091.69,091.6
002.3,002
015.85,015.8
E943.9,E943
V41.2,V41
373.5,373
E832,E830-E838.9
279.10,279.1
013.6,013
302.53,302.5
838.1,838
E838.3,E838
295.54,295.5
209.34,209.3
E838.5,E838
86.71,86.7
801.30,801.3
055.7,055
E979.7,E979
72.39,72.3
V10.1,V10
378.60,378.6
132.9,132
575.11,575.1
40.1,40
521.41,521.4
E925.8,E925
675,670-677.99
464.01,464.0
656.1,656
945.05,945.0
V58.6,V58
98.59,98.5
643.83,643.8
173.12,173.1
643.81,643.8
E936.3,E936
608.8,608
279.8,279
017.95,017.9
99.61,99.6
765.26,765.2
E902.9,E902
443.29,443.2
250.32,250.3
65.76,65.7
671.2,671
711.56,711.5
799.21,799.2
V69.9,V69
711.54,711.5
942.02,942.0
V85.0,V85
945.49,945.4
717.3,717
388.3,388
944.4,944
641.21,641.2
661.03,661.0
661.01,661.0
V87.1,V87
716.52,716.5
513.0,513
43.8,43
88.66,88.6
294.10,294.1
333.79,333.7
910.5,910
079.3,079
634.40,634.4
711.98,711.9
727.82,727.8
364.89,364.8
353,350-359.99
362.82,362.8
00.54,00.5
63.09,63.0
E993.5,E993
V32,V30-V39.99
733.90,733.9
771.81,771.8
016.53,016.5
744.04,744.0
429.82,429.8
493.0,493
567.31,567.3
759.4,759
755.34,755.3
164.2,164
V12.79,V12.7
130.3,130
377.0,377
719.55,719.5
719.53,719.5
822.0,822
63.0,63
07.15,07.1
805.05,805.0
516.1,516
377.3,377
V54.2,V54
405.0,405
357.5,357
913.6,913
807.17,807.1
651,650-659.99
V01.79,V01.7
658.91,658.9
153.2,153
658.93,658.9
V15.51,V15.5
660.80,660.8
924.9,924
780.0,780
011.70,011.7
535,530-539.99
48.23,48.2
375.2,375
221.9,221
83.41,83.4
200.37,200.3
482.0,482
626.9,626
29.0,29
52.01,52.0
86.02,86.0
64.11,64.1
98.12,98.1
E888.1,E888
839.7,839
801.74,801.7
801.72,801.7
E872.8,E872
76.5,76
210.6,210
E865.2,E865
V30-V39.99,V01-V91.99
305.60,305.6
252.00,252.0
811.0,811
48.3,48
V04.89,V04.8
640,640-649.99
647.93,647.9
V58.64,V58.6
944.02,944.0
944.00,944.0
647.91,647.9
122.4,122
862,860-869.99
V71.83,V71.8
839.30,839.3
E933.6,E933
E933.4,E933
014.80,014.8
016.92,016.9
709.4,709
653.13,653.1
059.10,059.1
03.99,03.9
671.24,671.2
289.1,289
111.1,111
451.2,451
13.42,13.4
808.9,808
49.41,49.4
752.63,752.6
386.5,386
550.00,550.0
872.01,872.0
388.6,388
84.81,84.8
258.0,258
99.52,99.5
814.1,814
059.8,059
008.65,008.6
094.83,094.8
008.63,008.6
91.44,91.4
634.81,634.8
312.82,312.8
60.95,60.9
237.72,237.7
662.2,662
69.21,69.2
V35.0,V35
35.20,35.2
718.78,718.7
718.76,718.7
017.00,017.0
79.88,79.8
V85,V85-V85.99
V66.1,V66
427.89,427.8
416,415-417.99
V46.3,V46
256.2,256
255.42,255.4
82.86,82.8
098.89,098.8
087,080-088.99
801.16,801.1
84.84,84.8
V12.4,V12
36.16,36.1
118,110-118.99
355.7,355
304.53,304.5
362.26,362.2
E852,E850-E858.9
362.24,362.2
719.94,719.9
444.09,444.0
14.25,14.2
48.26,48.2
017.7,017
E858.3,E858
V37.1,V37
013.64,013.6
803.1,803
V60-V69.99,V01-V91.99
50.9,50
E835.6,E835
90.29,90.2
991.0,991
440.2,440
39.65,39.6
344.00,344.0
E010.0,E010
939.0,939
E920,E916-E928.9
743.57,743.5
70.7,70
39.52,39.5
574.0,574
E939.6,E939
777.52,777.5
777.50,777.5
800.95,800.9
902.20,902.2
55.33,55.3
89.34,89.3
346.10,346.1
V04.2,V04
056.79,056.7
36.03,36.0
34.05,34.0
V76.19,V76.1
245.2,245
E937.0,E937
017.30,017.3
01.22,01.2
642.7,642
405,401-405.99
V15.5,V15
35.23,35.2
013.94,013.9
798.1,798
675.82,675.8
709.00,709.0
E858,E850-E858.9
671.54,671.5
897.6,897
789.03,789.0
988.9,988
55.4,55
93.12,93.1
36.1,36
535.31,535.3
018.86,018.8
304.83,304.8
770.18,770.1
766.22,766.2
960.2,960
83.6,83
994.4,994
943.25,943.2
908.2,908
943.23,943.2
E816.3,E816
88.19,88.1
202.30,202.3
753.10,753.1
524.69,524.6
374,360-379.99
V61.7,V61
291.4,291
V04.5,V04
214.4,214
201.14,201.1
307.8,307
878.4,878
716.13,716.1
716.11,716.1
385.03,385.0
906.1,906
4,9
596,590-599.99
098.2,098
E810,E810-E819.9
851.42,851.4
313.9,313
70.63,70.6
298,295-299.99
E960-E969.9,E000-E999.9
977.9,977
E845.9,E845
197.7,197
44.41,44.4
676.6,676
863.90,863.9
053.11,053.1
743,740-759.99
642.00,642.0
71,65-71.99
872.0,872
794.02,794.0
91.91,91.9
68.9,68
E913.9,E913
851.74,851.7
851.72,851.7
813.81,813.8
31.1,31
585,580-589.99
715.89,715.8
271.9,271
374.01,374.0
V10.85,V10.8
374.03,374.0
V89.05,V89.0
V10.83,V10.8
016.23,016.2
623.5,623
338.22,338.2
376.13,376.1
55.93,55.9
90.76,90.7
287,280-289.99
732,730-739.99
12.74,12.7
296.80,296.8
46.75,46.7
77.27,77.2
77.11,77.1
665.6,665
952.3,952
667.02,667.0
E967,E960-E969.9
647.22,647.2
396.2,396
76.31,76.3
676.9,676
336.8,336
E016.2,E016
E016.0,E016
537.1,537
405.01,405.0
745.11,745.1
999.80,999.8
659.70,659.7
172.1,172
748.1,748
V72.60,V72.6
42.33,42.3
V72.62,V72.6
172.4,172
711.30,711.3
634.10,634.1
524.0,524
364.59,364.5
00.67,00.6
34.52,34.5
864.1,864
041.02,041.0
363.01,363.0
08.99,08.9
487.8,487
35.70,35.7
665.20,665.2
379.25,379.2
305.30,305.3
375.89,375.8
535.3,535
307.42,307.4
307.40,307.4
695.81,695.8
88.79,88.7
045.23,045.2
045.21,045.2
385.31,385.3
299.90,299.9
385.33,385.3
927.11,927.1
478.75,478.7
910.2,910
189.8,189
634.8,634
258.01,258.0
800.39,800.3
130.0,130
99.05,99.0
195.0,195
636.22,636.2
636.20,636.2
96.44,96.4
648.70,648.7
141.3,141
161.1,161
77.14,77.1
V91.91,V91.9
518.8,518
714.31,714.3
30.3,30
78.86,78.8
754.6,754
374.45,374.4
627.3,627
967.4,967
E934.1,E934
900.01,900.0
646.10,646.1
389.11,389.1
89.12,89.1
945.23,945.2
976.6,976
425.8,425
E840.4,E840
389.13,389.1
55.11,55.1
428.40,428.4
638.6,638
099.40,099.4
658.4,658
705,700-709.99
65.23,65.2
011.75,011.7
296.36,296.3
011.73,011.7
376,360-379.99
242.21,242.2
288.09,288.0
380.4,380
040.3,040
757.9,757
327.34,327.3
733.09,733.0
V19.6,V19
078,070-079.99
873.22,873.2
715.91,715.9
715.93,715.9
66.19,66.1
873.20,873.2
E865.9,E865
743.3,743
730.06,730.0
730.36,730.3
743.6,743
209.52,209.5
006.0,006
08.87,08.8
66.7,66
347.01,347.0
669.00,669.0
665.64,665.6
78.8,78
131.9,131
879.2,879
674,670-677.99
020.8,020
V58.69,V58.6
V40.2,V40
250.1,250
965.6,965
719.99,719.9
719.97,719.9
E933.9,E933
014.85,014.8
365,360-379.99
607.8,607
278.8,278
86.89,86.8
79.6,79
203.12,203.1
277.09,277.0
711.74,711.7
831.10,831.1
309.8,309
E806.0,E806
46.50,46.5
015.06,015.0
77.02,77.0
V23.83,V23.8
718.11,718.1
V76.42,V76.4
901.89,901.8
732.3,732
173.32,173.3
944.07,944.0
944.05,944.0
315.0,315
806.61,806.6
173.30,173.3
654.34,654.3
959.5,959
676.11,676.1
712.8,712
676.13,676.1
528.1,528
368.69,368.6
348.89,348.8
596.6,596
414.10,414.1
414.12,414.1
E805.8,E805
379.99,379.9
E823.9,E823
08.74,08.7
61.1,61
V55.8,V55
200.41,200.4
V21.9,V21
674.01,674.0
866.1,866
518.84,518.8
518.82,518.8
802.37,802.3
802.39,802.3
800.30,800.3
362.29,362.2
66.63,66.6
296.66,296.6
414.8,414
378.11,378.1
78.73,78.7
380.00,380.0
304.0,304
E917.6,E917
12.52,12.5
464.51,464.5
701.5,701
E869.3,E869
837.1,837
53.16,53.1
716.96,716.9
636.8,636
948.5,948
V05,V01-V06.99
51.95,51.9
85.96,85.9
800.60,800.6
234.9,234
010.96,010.9
E931,E930-E949.9
594.8,594
377.04,377.0
663.01,663.0
900.0,900
643.21,643.2
46.4,46
090.0,090
E000.9,E000
87.61,87.6
84.12,84.1
1,8
946.4,946
179-189.99,140-239.99
96.22,96.2
718.50,718.5
41.0,41
780.62,780.6
365.01,365.0
602.0,602
864.14,864.1
524.04,524.0
934.8,934
941.34,941.3
902.25,902.2
453.89,453.8
95.04,95.0
495.0,495
V57.22,V57.2
823.20,823.2
61.19,61.1
712.12,712.1
38.30,38.3
786.05,786.0
157.0,157
712.10,712.1
315,300-316.99
001.9,001
495.3,495
155.2,155
95.07,95.0
93.09,93.0
369.05,369.0
E885.2,E885
369.07,369.0
803.72,803.7
803.70,803.7
959.12,959.1
V47.0,V47
670.12,670.1
512.83,512.8
915.6,915
668.23,668.2
648.43,648.4
379.3,379
E827.3,E827
366.04,366.0
V58.3,V58
200.1,200
653,650-659.99
917.7,917
360.61,360.6
012.22,012.2
26.3,26
372.12,372.1
V76.81,V76.8
427.61,427.6
30.01,30.0
478.8,478
944.46,944.4
07.0,07
944.44,944.4
E869,E860-E869.9
93.9,93
61.41,61.4
729.82,729.8
V45.87,V45.8
73.8,73
310.9,310
202.35,202.3
54.5,54
464.2,464
202.37,202.3
V26.42,V26.4
58.43,58.4
44.38,44.3
78.39,78.3
E978,E970-E978.9
521.9,521
192.9,192
816.1,816
59.09,59.0
951,950-957.99
348.5,348
814.16,814.1
814.14,814.1
37.75,37.7
345.60,345.6
E004.3,E004
904.6,904
651.80,651.8
642,640-649.99
789.47,789.4
464.5,464
59.0,59
339.43,339.4
926.9,926
78.3,78
377.34,377.3
552.00,552.0
211.4,211
782.0,782
718.80,718.8
82.01,82.0
295-299.99,290-299.99
223.9,223
958.91,958.9
793.3,793
453.2,453
996.82,996.8
39.8,39
724.02,724.0
375.22,375.2
79.19,79.1
038.0,038
53.63,53.6
090.3,090
754.61,754.6
589.1,589
249.0,249
1,7
91.22,91.2
015.64,015.6
805.1,805
015.62,015.6
V39.1,V39
250.11,250.1
017.74,017.7
940,940-949.99
365.0,365
E930.7,E930
82.04,82.0
873.6,873
E866.1,E866
654.90,654.9
692.81,692.8
209.13,209.1
692.83,692.8
57.88,57.8
E825.1,E825
59.6,59
036.2,036
363.06,363.0
259.52,259.5
V49.62,V49.6
510.9,510
04.92,04.9
02.94,02.9
054.71,054.7
915.9,915
736.05,736.0
736.07,736.0
67.31,67.3
751.2,751
673.24,673.2
995.23,995.2
79.41,79.4
082.1,082
371.05,371.0
018.90,018.9
018.92,018.9
995.21,995.2
655.11,655.1
711.33,711.3
364.24,364.2
80.96,80.9
364.22,364.2
344.42,344.4
881.10,881.1
E994.2,E994
E994.0,E994
863.39,863.3
759.83,759.8
93.56,93.5
E993.8,E993
80.99,80.9
80.83,80.8
218.2,218
201.58,201.5
33.33,33.3
716.57,716.5
523,520-529.99
643.90,643.9
873.9,873
456.6,456
942.11,942.1
669.4,669
922.31,922.3
E843.2,E843
37.78,37.7
740.2,740
87.44,87.4
202.74,202.7
21.3,21
642.44,642.4
360.03,360.0
803.16,803.1
295.33,295.3
09.42,09.4
33.4,33
V90.2,V90
768.9,768
082.4,082
998.2,998
716.55,716.5
730.92,730.9
635.61,635.6
0,6
774.1,774
712.81,712.8
383.81,383.8
80.9,80
345.90,345.9
848.41,848.4
79.11,79.1
711.63,711.6
402.9,402
762.8,762
345.5,345
005.4,005
80.09,80.0
831.01,831.0
02.07,02.0
558.3,558
464.10,464.1
784.42,784.4
784.40,784.4
636,634-639.99
015.92,015.9
804.40,804.4
569.6,569
E991.2,E991
173.21,173.2
568.82,568.8
E987.1,E987
16.72,16.7
V12.42,V12.4
524.51,524.5
73,72-75.99
663.0,663
574.90,574.9
737.31,737.3
719.58,719.5
E830.1,E830
716.6,716
V85.21,V85.2
60.8,60
389.02,389.0
674.3,674
748.61,748.6
410.40,410.4
945.14,945.1
334.2,334
786.52,786.5
300.3,300
27.64,27.6
V13.2,V13
887.1,887
686.8,686
079.51,079.5
77.46,77.4
65.39,65.3
99.24,99.2
527.5,527
867.6,867
062.9,062
887.4,887
800.21,800.2
821,820-829.99
45.2,45
V55,V50-V59.99
E870.5,E870
755.69,755.6
E870.7,E870
246.0,246
433.30,433.3
789.64,789.6
198.5,198
284.9,284
950.0,950
278.01,278.0
834.11,834.1
00.86,00.8
46.0,46
65.3,65
903.02,903.0
649.11,649.1
972.3,972
726.69,726.6
992.1,992
77.4,77
81.11,81.1
726.31,726.3
377.51,377.5
016.7,016
719.88,719.8
663.3,663
88.98,88.9
54.97,54.9
V02.2,V02
642.74,642.7
V15.84,V15.8
V15.86,V15.8
81.71,81.7
594,590-599.99
438.52,438.5
187.5,187
V44,V40-V49.99
345.10,345.1
780.53,780.5
215.2,215
055.79,055.7
235.0,235
527.8,527
198.8,198
590.2,590
1,7
803.33,803.3
608.87,608.8
961.3,961
621.2,621
38.50,38.5
79.14,79.1
556.5,556
64.43,64.4
999,996-999.99
45.13,45.1
366.51,366.5
010,010-018.99
428.0,428
360.9,360
768.1,768
10.32,10.3
099.0,099
80.53,80.5
571.9,571
702,700-709.99
11.72,11.7
012.13,012.1
012.11,012.1
755.0,755
204.2,204
729.71,729.7
493.92,493.9
747.82,747.8
21.84,21.8
86.21,86.2
E833.3,E833
V50-V59.99,V01-V91.99
05.39,05.3
831.0,831
649.50,649.5
202.26,202.2
V10.49,V10.4
V26.31,V26.3
V26.33,V26.3
426.2,426
715.13,715.1
V77.5,V77
257,249-259.99
428.3,428
E810.6,E810
369.63,369.6
655.60,655.6
E876.7,E876
22.64,22.6
371.52,371.5
371.50,371.5
E876.9,E876
852.54,852.5
E931.1,E931
795.16,795.1
976.9,976
87.17,87.1
417.0,417
757.1,757
339.04,339.0
679.14,679.1
339.02,339.0
303.00,303.0
99.84,99.8
088.0,088
643.10,643.1
533.0,533
718.41,718.4
838.19,838.1
77.93,77.9
017.35,017.3
99.71,99.7
V69.3,V69
854.10,854.1
371.82,371.8
87.04,87.0
395.2,395
055.1,055
333.91,333.9
656.63,656.6
656.61,656.6
996.73,996.7
V13.21,V13.2
95.42,95.4
86.24,86.2
595.89,595.8
066.4,066
375.15,375.1
086.2,086
375.13,375.1
50.25,50.2
E937.3,E937
246,240-246.99
78.5,78
07.94,07.9
295.80,295.8
803.63,803.6
250.4,250
230.6,230
943.19,943.1
690.1,690
53.1,53
72.4,72
165.9,165
637.02,637.0
E817.0,E817
40.2,40
530.87,530.8
E010.3,E010
52.3,52
190,190-199.99
648.34,648.3
360.52,360.5
76.78,76.7
360.50,360.5
E984,E980-E989.9
713.2,713
882,880-887.99
53.7,53
39.84,39.8
729.4,729
781.7,781
441.6,441
635.22,635.2
384.2,384
673.13,673.1
711.24,711.2
573,570-579.99
120.1,120
94.27,94.2
E890.0,E890
770.4,770
E833,E830-E838.9
E955.6,E955
86.81,86.8
E955.4,E955
519.9,519
05.9,05
098.41,098.4
928.21,928.2
911.3,911
33.50,33.5
913,910-919.99
814.07,814.0
V12.03,V12.0
E816.8,E816
E932.7,E932
665.81,665.8
363.62,363.6
597.0,597
E874,E870-E876.9
780.92,780.9
61.11,61.1
574.60,574.6
V27.5,V27
718.4,718
871,870-879.99
V10.88,V10.8
013.3,013
353.4,353
642.33,642.3
52.83,52.8
716.48,716.4
716.46,716.4
011.36,011.3
011.34,011.3
127,120-129.99
E942,E930-E949.9
60.2,60
00.39,00.3
E011.9,E011
941.51,941.5
730.83,730.8
716.3,716
736.1,736
38.1,38
V21.1,V21
V54.24,V54.2
87.64,87.6
015.53,015.5
015.55,015.5
V02.59,V02.5
999.85,999.8
28.92,28.9
V49.8,V49
V20.32,V20.3
279.5,279
705.0,705
692.74,692.7
692.72,692.7
275.42,275.4
794.39,794.3
654.81,654.8
58.2,58
846.9,846
93.31,93.3
707.1,707
342.1,342
682.2,682
376.3,376
V55.3,V55
842.01,842.0
307.47,307.4
307.45,307.4
804.10,804.1
478.0,478
733.95,733.9
104.9,104
V91.29,V91.2
93.91,93.9
016.56,016.5
997.9,997
381.19,381.1
81.24,81.2
35.42,35.4
349,340-349.99
38.03,38.0
04.02,04.0
359.8,359
83.88,83.8
788.29,788.2
648.73,648.7
337.09,337.0
85.6,85
980.2,980
804.8,804
806.20,806.2
806.22,806.2
85.53,85.5
07.51,07.5
V44.0,V44
762.5,762
331.1,331
57.33,57.3
752.31,752.3
232.9,232
301.11,301.1
39.75,39.7
662,660-669.99
365.62,365.6
255.5,255
V64.42,V64.4
68.4,68
616.51,616.5
70.29,70.2
791.0,791
70.13,70.1
91.41,91.4
040.81,040.8
82.39,82.3
E840.7,E840
675.13,675.1
E840.9,E840
660.50,660.5
744.02,744.0
473.2,473
E998.1,E998
801.42,801.4
530.6,530
83.19,83.1
E853,E850-E858.9
669.91,669.9
70.2,70
14.35,14.3
48.36,48.3
357.2,357
646.13,646.1
V91.03,V91.0
E934.6,E934
913.3,913
E934.4,E934
608.22,608.2
445.81,445.8
719.62,719.6
836.4,836
788.9,788
839.00,839.0
017.4,017
646.43,646.4
372.73,372.7
564.8,564
279.52,279.5
V15.89,V15.8
83.7,83
37.97,37.9
709.1,709
224.7,224
51.5,51
871.3,871
89.44,89.4
63.6,63
760.2,760
39.62,39.6
36.13,36.1
091.1,091
707.14,707.1
596.83,596.8
304.21,304.2
378.16,378.1
342.12,342.1
122.1,122
647.61,647.6
970.8,970
804.54,804.5
150-159.99,140-239.99
102.3,102
97.51,97.5
190.6,190
384.24,384.2
82.96,82.9
779.85,779.8
68.49,68.4
844,840-848.99
E997.9,E997
633.01,633.0
16.69,16.6
825.1,825
V59.1,V59
777.6,777
E811.3,E811
112.82,112.8
36.2,36
112.84,112.8
156.0,156
960,960-979.99
323.82,323.8
804.84,804.8
213.7,213
V46.0,V46
E817.5,E817
E817.3,E817
365.04,365.0
775.8,775
864.19,864.1
207.80,207.8
88.29,88.2
437.8,437
726.73,726.7
777.9,777
718.46,718.4
678.1,678
35.33,35.3
01.32,01.3
339.09,339.0
616.81,616.8
401-405.99,390-459.99
249.90,249.9
04,01-05.99
338.0,338
83.79,83.7
410.82,410.8
013.34,013.3
013.32,013.3
V17.0,V17
129,120-129.99
E962,E960-E969.9
E011.0,E011
454.0,454
